Portfolio Manager ID,Property Name,Address,Postal Code,Primary Property Type - EPA Calculated,Property Floor Area (Buildings and Parking) (ft²),Year Built,Number of Buildings,Philadelphia Building ID,Electricity Use - Grid Purchase and Generated from Onsite Renewable Systems (kBtu),Natural Gas Use (kBtu),Fuel Oil #2 Use (kBtu),District Steam Use (kBtu),ENERGY STAR Score,Site EUI (kBtu/ft²),Source EUI (kBtu/ft²),Water Use (All Water Sources) (kgal),Total GHG Emissions (MtCO2e),Notes
3957537,Franklin Mills Mall,1455 Franklin Mills Circle,19154,Enclosed Mall,1540168,1989,1,882693014,148720106.4,37648.3,Not Available,Not Available,Not Available,96.6,303.2,14.8,18835.5,
3430362,Gallery I,907-37 Market Street,19107,Enclosed Mall,432762,1977,1,882506502,43917831,Not Available,Not Available,Not Available,Not Available,101.5,318.7,13863.2,5561.6,
3498313,Gallery II,1025 Market Street,19107,Enclosed Mall,339551,1984,1,882508100,43632212.4,1429200.3,Not Available,Not Available,Not Available,132.7,407.9,12564,5601.4,
3681741,The Shops at Liberty Place,1625 Chestnut St.,19103,Enclosed Mall,144660,1990,1,882862100,36420882.2,Not Available,Not Available,Not Available,Not Available,251.8,790.6,Not Available,4612.2,
3769081,Reading Terminal Market,12th and Arch Street,19106,Enclosed Mall,77452,1892,1,781005760,24915519.3,12563342.6,Not Available,Not Available,Not Available,483.9,1180.4,14794.2,3822,
3254545,03-1-Philadelphia Head Office,10 Independence Mall,19106,Financial Office,862608,1976,1,883009505,61197427.3,39427693.8,Not Available,Not Available,29,129.4,300.2,14903,9842.4,
3669125,Northeast Racquet Club - NERC,1520 Grant Avenue,19115,Fitness Center/Health Club/Gym,117000,1973,2,882069300,6432701.6,3149778.8,Not Available,Not Available,Not Available,81.9,200.9,16.2,981.8,
3891122,Samuels and Son Seafood,3400 S. Lawrence St.,19148,Food Sales,61054,2009,1,884153505,11603092.9,280716.9,Not Available,Not Available,Not Available,194.6,601.6,Not Available,1484.3,
4057814,"Quaker Valley Foods, Inc.",2701 Red Lion Road,19114,Food Service,250000,1974,1,884288000,39122640.3,1177676.8,Not Available,Not Available,Not Available,161.2,496.3,3161.3,5016.9,
1066282,Philadelphia,University and Woodland Avenues,19104,Hospital (General Medical & Surgical),1691520,1966,20,783531800,112737905.1,138737805.9,35790575,Not Available,Not Available,219,408.5,50950,24295.9,
3788596,HUH Main Buildings,230 N Broad Street,19102,Hospital (General Medical & Surgical),1563117,1979,5,772025000,168121352.6,280275.4,Not Available,214062768.9,Not Available,244.7,502.7,82899.5,40258.1,
3635906,Main Building,132 S. 10th Street,19107-5244,Hospital (General Medical & Surgical),169807,1906,1,771020000,11197337.8,2056,Not Available,16596600,Not Available,323.9,484.8,18533.7,4321.1,
3782770,Roxborough Memorial Hospital,5800 Ridge Avenue,19128,Hospital (General Medical & Surgical),368366,1890,1,775003010,25637140.2,2032900.1,Not Available,Not Available,100,75.1,224.3,5983.5,3354.5,
3890837,Jeanes Hospital,7600 Central Avenue,19111,Hospital (General Medical & Surgical),930111,1926,12,778024500,61073537.6,15430794,Not Available,Not Available,100,82.3,223.6,68257.6,8553.1,
3668258,Girard Medical Center,801 W. Girard Avenue,19122,Hospital (General Medical & Surgical),279137,1982,1,771032100,14931481.8,6998875.6,8007036.5,Not Available,100,107.7,223.7,23683.3,2866.2,
2492942,Mercy Philadelphia Hospital,501 South 54th Street,19143,Hospital (General Medical & Surgical),613550,1918,1,774005000,33370932.9,41510202.5,0,Not Available,100,122.3,242.1,14733.6,6439.6,
3632497,Thompson Building,1020 Sansom Street,19107-5004,Hospital (General Medical & Surgical),171219,1925,1,771020000,11637267.5,178460.8,Not Available,14867687.7,97,155.8,319,Not Available,2799.6,
3760930,St. Christophers Hospital for Children,Erie Avenue at Front St.,19134,Hospital (General Medical & Surgical),1043572,1989,1,777010000,60600634.4,42246455,322016.3,Not Available,94,132.5,301.9,22091.7,9940.3,
3969865,BOYER PAVILION,BROAD &amp; VENANGO,19140,Hospital (General Medical & Surgical),344000,2000,1,777533001,22038943.9,Not Available,Not Available,35017068.6,92,165.9,323.6,14334.1,5891.3,
3762393,Einstein Medical Center Philadelphia,5501 Old York Rd,19141,Hospital (General Medical & Surgical),2207000,1950,20,776009000,125064403.4,165136987.1,Not Available,Not Available,90,165.8,323.5,75709.5,24602,
3824648,Nazareth Hospital,2601 Holme Ave,19152,Hospital (General Medical & Surgical),539000,1939,4,778009005,41892160.7,57476937.2,Not Available,Not Available,78,184.4,356.1,33344.4,8358.1,
3117180,Penn Medicine At Rittenhouse,1800 Lombard St,19146,Hospital (General Medical & Surgical),272165,1980,1,772032010,27948794.1,734384.5,Not Available,12245097.8,61,150.4,379.4,8523.2,4662.5,
2867268,Penn Presbyterian Medical Center,51 North 39th St,19104,Hospital (General Medical & Surgical),959580,1922,10,774002001,91429180.3,73090356.7,Not Available,7258922.8,50,199.8,433.4,36534.4,16100.1,
3584304,Temple Episcopal Hospital,100 E. Lehigh Avenue,19124,Hospital (General Medical & Surgical),399596,1928,5,777012000,34565641.3,57685437.9,55200,Not Available,46,231,423.3,20951.9,7442.9,
3641702,Foerderer Pavilion,117 South 11th Street,19107-4998,Hospital (General Medical & Surgical),233930,1954,1,771013000,17966206.7,40194.8,Not Available,31338918,46,323.2,514.7,14091.8,6435.8,
3884114,Aria Health - Frankford,4900 Frankford Avenue,19124,Hospital (General Medical & Surgical),334017,1988,1,778010005,22305588.3,29444930.8,Not Available,Not Available,39,287.5,560.8,15524.6,4387.4,
3788324,Aria Health - Torresdale,10800 Knights Road,19114,Hospital (General Medical & Surgical),786290,1977,1,778017000,59754014.8,51040196.1,Not Available,Not Available,35,248.6,541.2,47838.4,10275.9,
3641686,JHN Building,900 WALNUT STREET,19107,Hospital (General Medical & Surgical),329142,1980,1,771006900,29807047.8,2158.8,Not Available,31349662.6,34,319.8,617.5,12465.5,7299.1,
2561862,Pennsylvania Hospital,800 Spruce St,19104,Hospital (General Medical & Surgical),873226,1756,9,771002000,116396695,860972.9,Not Available,116247844.1,19,267.4,579.7,82399.8,25078.2,
3668849,St. Joseph's Hospital,1600 W. Girard Avenue,19130,Hospital (General Medical & Surgical),125500,1981,1,772018000,18290056.7,22115596.1,170016,Not Available,16,323.3,644,26976.7,3502.5,
3656490,Methodist Hospital,2301 South Broad Street,19148,Hospital (General Medical & Surgical),312144,1888,1,771010000,39559376.3,53382995.5,Not Available,Not Available,15,297.8,577.5,3062.5,7842.8,
3635424,Gibbon Building,111 South11th Street,19107-5098,Hospital (General Medical & Surgical),722268,1978,1,771013000,87664925.4,255355.2,Not Available,103546070,9,412.6,701.5,60248.8,25898.6,
2848103,Hospital of the University of Pennsylvania,3400 Spruce St,19104,Hospital (General Medical & Surgical),1788504,1913,9,773009000,271553300.6,2109573,Not Available,277582670.4,6,308.2,664.7,140202.6,59077.5,
3997483,TEMPLE UNIVERSITY HOSPITAL SUPERBLOCK,"Rock, Park Ave, Parkinson",19140,Hospital (General Medical & Surgical),1043288,2000,1,777014000,139519307.2,1683197.8,Not Available,186081927.6,2,382.7,776.1,47590,34233,
3727278,Holiday Inn Express Midtown,1305 Walnut Street,19107,Hotel,110000,1964,1,883700000,5267128.3,37291.1,Not Available,2918,Not Available,48.2,150.7,72138.8,669.3,
1837036,RD - PLPH Warwick,1701 Locust Street,19103,Hotel,426999,1926,1,883703900,23856680.1,3574925.3,Not Available,21690203.8,Not Available,115,245.3,29060.7,5131.3,
2658404,097 - Hampton Inn Philadelphia,1301 Race Street,19107,Hotel,202400,2001,1,#N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,
4056185,Ramada City Center Hotel,2015 Penrose Ave,19145,Hotel,90000,1974,1,883741500,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,
4100268,Crowne Plaza Philadelphia West,4010 City Ave,19131,Hotel,30000,1982,1,883750000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,
3637500,Club Quarters Hotel,1628 Chestnut Street,19103,Hotel,255000,1927,1,883704900,8293678.1,Not Available,Not Available,3032.8,92,32.5,102.1,6830.5,1050.6,
3954641,Sheraton Philadelphia Downtown,201 North 17th Street,19103,Hotel,800562,1980,1,883720000,15603898.3,2575847.7,Not Available,28206457.5,92,61.7,113.9,487247.6,4610.1,
3774178,Hampton Inn PHLAT,8660 Bartram Ave,19153,Hotel,79660,1997,1,883744400,3306630.6,2000501.4,Not Available,Not Available,85,66.6,156.7,5209.4,524.9,
3632460,Hyatt Regency at Penn's Landing,201 S. Columbus Blvd,19106,Hotel,630000,2000,1,883710700,19310094.6,16742173.2,Not Available,Not Available,70,75.1,162.9,13272.9,3333.9,
3773012,Homewood Suites University City,4109 Walnut Street,19104,Hotel,110000,2012,1,883733000,6038810.1,31166.6,Not Available,Not Available,65,55.2,172.7,5982.6,766.4,
2384734,15683-HI Philadelphia Hist Dist-DJONT2,400 Arch Street,19106,Hotel,333688,1970,1,883711100,12541853.5,9101609.3,Not Available,Not Available,61,90.7,205,11474.2,2071.3,
3751718,Hilton Garden Inn Center City,1100 Arch Street,19107,Hotel,172000,2000,1,883705201,8894033.1,5321198.3,Not Available,Not Available,60,82.6,194.9,7575.2,1408.7,
3707280,Downtown Philadelphia Marriott,1201 Market St,19107,Hotel,1299546,1993,1,883704500,64140584.4,7790389.4,Not Available,Not Available,59,55.6,162,531.9,8536.1,
3288099,0547-Philadelphia - Airport,9000 Tinicum Blvd,19153,Hotel,78155,1990,1,883744000,2952527.8,1832922.3,Not Available,Not Available,56,61.2,143.2,5447.9,471.2,
3408943,PHI Philadelphia Airport Embassy Suites,9000 Bartram Ave,19153,Hotel,211000,2006,1,883743500,10010958.1,8787100.3,Not Available,Not Available,52,89.1,192.7,13492,1734.1,
3687911,Sheraton Suites Philadelphia Airport,4101 Island ave,19153,Hotel,192000,1985,1,883742000,10290308.8,8751420.8,Not Available,Not Available,51,99.3,216.3,10776.4,1769.4,
3410522,Sofitel Philadelphia,120 South 17th Street,19103,Hotel,290966,2000,1,883703600,14901019.5,1660400,Not Available,10093562.2,50,91.6,208.5,11435,2868.8,
3687923,Hotel Palomar Philadelphia,117 South 17th Street,19103,Hotel,130294,1929,1,883050000,9840146.6,Not Available,Not Available,Not Available,49,75.5,237.1,7953.8,1246.1,
3898963,The Latham Hotel,135 S. 17th St.,19103,Hotel,72709,1907,1,883703500,4630855.1,2034535.8,Not Available,Not Available,49,91.7,229.4,4695.5,694.4,
3954556,Hilton Philadelphia-Homewood Suites,4200 City Avenue,19131,Hotel,258000,2000,2,883753000,12429759,13326495.6,Not Available,Not Available,48,99.8,205.5,22995,2281.4,
3877200,Four Points Hotel,4105 Island Ave,19153,Hotel,88000,1985,1,883742500,5597826.1,5203781.2,Not Available,Not Available,48,123,262.1,7165,986.6,
1946616,Loews Philadelphia Hotel,1200 Market Street,19107,Hotel,735000,1932,1,883705320,38587843.4,4989700,Not Available,17293061,45,93.6,226.5,26338.9,6682.6,
30234,311dn-Philadelphia - Airport,8900 Bartram Avenue,19153,Hotel,78490,1991,1,883743000,4364217.5,4723299.9,Not Available,Not Available,44,115.8,237.8,5673,803.4,
3288258,2526-Philadephia - Airport,8880 Bartram Ave,19153,Hotel,44737,1990,1,883745200,1982553.9,958739.1,Not Available,Not Available,43,65.7,161.7,2709.3,302,
3876478,Aloft Hotel,4301 Island Ave,19153,Hotel,64000,2008,1,883742800,4198377.3,3405555.4,Not Available,Not Available,42,119.1,262.1,3499.7,713.6,
3762103,097-Hampton Inn - Philadelphia,1301 Race Street,19107,Hotel,202400,2001,1,883704760,6954171.2,4358300.2,Not Available,Not Available,41,55.9,130.5,8738,1112,
3687917,Westin Philadelphia Hotel,99 South 17th Street,19103,Hotel,240000,1990,1,883704000,12880375.1,1484688.2,Not Available,7967597.1,40,93.1,215,20021.4,2415.4,
3638505,The Windsor Suites,1700 Benjamin Franklin Parkway,19103,Hotel,218792,1963,1,883720300,9057856.9,2057770.8,Not Available,11635695.2,39,104,203.8,14173.9,2286.5,
3911181,Embassy Suites,1776 benjaman franklin Parkway,19103,Hotel,266512,1963,1,883721000,13682645.4,Not Available,Not Available,9350522.1,38,93.4,219.9,16211.1,2560.6,
3831435,Four Points Hotel/Richfield Hosipitality,9461 Roosevelt Blvd,19114,Hotel,179000,1973,1,883760000,10250576.1,4430885.6,Not Available,Not Available,37,82,205.8,5597,1533.3,
3875677,Holiday Inn Express Penns Landing,100 North Columbus Blvd.,19106,Hotel,87000,1986,1,883710500,4185149,3512201.6,Not Available,Not Available,36,88.5,193.4,4940.1,716.4,
3774262,Doubletree Hotel,233 South Broad Street,19107,Hotel,368464,1983,1,883702001,24428766.7,11937977.3,Not Available,Not Available,36,98.7,242.2,25221.8,3727.2,
3240346,Sheraton Hotel-Philadelphia Society Hill,One Dock Street,19106,Hotel,317000,1986,1,883710000,18037135.4,10370789.5,Not Available,Not Available,35,89.6,213,12216.3,2834.6,
3635927,omni hotel,401 chestnut street,19106,Hotel,112380,1989,1,883711500,8651852.8,2573056.1,Not Available,Not Available,27,99.9,265.8,9694.7,1232.2,
3876329,Sheraton University City Hotel,3501 Chestnut Street,19104,Hotel,252880,1976,1,883730000,13753772,6011333.9,Not Available,10503569,20,149.2,306.3,23619.7,2990.7,
4054368,Lafayette Hotel,433 Chestnut Street,19106,Hotel,194128,1907,1,883009700,13671044.6,12445164.6,Not Available,Not Available,19,134.5,288.4,10953.7,2391.8,
3505342,73R49-Philadelphia Ritz Carlton,10 Avenue Of The Arts,19102,Hotel,350000,1999,2,883702100,22294257.1,3089800,Not Available,20344457.7,12,130.7,279.2,17237,4788.5,
2436917,Four Seasons Hotel Philadelphia,One Logan Square,19103,Hotel,330000,1983,1,883720500,13562191.6,27350751.3,Not Available,11692341.4,11,261.5,366.3,41138.9,9456.4,
1059528,33737-Philadelphia Airport,One Arrivals Road,19153,Hotel,256162,1995,1,N/A,21396631.5,22350900,Not Available,Not Available,10,170.8,353.9,15903,3895.8,
3823128,Le Meridien Philadelphia Hotel,1419 arch St,19102,Hotel,163000,1906,0,883057105,11481154.8,Not Available,Not Available,Not Available,9,95.6,247.6,6146.5,1671.3,
3161456,Sonesta - Philadelphia,1800 Market Street,19103,Hotel,414000,1980,0,883700600,14378246.5,49103318.1,Not Available,Not Available,8,223.5,340.5,27754.8,4426.8,
1782595,Sansom Common,3600 Walnut Street,19104,Hotel,259330,1997,1,773566000,21595680.8,Not Available,Not Available,29299337.8,3,291.6,492.8,22798.2,6632.7,
3877095,RAMADA,11550-11580 ROOSEVELT BLVD,19116,Hotel,64796,1964,1,883763500,2629290.6,4195956.6,Not Available,Not Available,1,105.3,195.4,10457.8,555.7,
3751824,Saint Francis de Sales Parish,4625 Springfield Avenue,19143,K-12 School,67884,1890,3,774385000,40387.8,432393.5,Not Available,Not Available,Not Available,7,8.6,551.5,28,
3767538,ST. ANSELM PARISH AND SCHOOL,12670 DUNKS FERRY RD,19154,K-12 School,80488,1963,4,778144000,908687.9,2608364.3,Not Available,Not Available,Not Available,43.7,69.5,539.4,253.5,
3657578,Imani Education Charter School,5612 Green St,19144,K-12 School,61592,1927,7,775095805,2055098.1,907168.9,Not Available,Not Available,Not Available,48.1,120.2,813.1,308.4,
3782240,Mast Charter School,1800 Byberry Rd,191,K-12 School,169148,2001,2,778500305,7042071.2,1858942.5,Not Available,Not Available,Not Available,61.8,167.1,782.6,1242.9,
3894194,Global Leadership Academy Charter School,4601 W. Girard Avenue,19131,K-12 School,53331,2010,1,774157500,3636328.8,16250.5,Not Available,Not Available,Not Available,68.5,214.4,274.6,461.4,
3994744,Girard College,2035 South College Avenue,19121,K-12 School,950825,1848,30,772510000,13071914.5,56873614.2,2760,Not Available,Not Available,73.8,106.2,8063.5,4692.4,
4142231,Independence Charter School,1600 Lombard Street,19146,K-12 School,56000,1909,1,782671300,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,
4104890,Our Lady of Hope,1248 Jackson St,19148,K-12 School,55831,1963,1,771514000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,
3820232,West Oak Lane Charter School,7115 Stenton Avenue,19138,K-12 School,92930,1950,1,882114520,2942223.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,
3736431,St. Raymond of Penafort,1350 E Vernon Road,19150,K-12 School,61900,1950,2,775329000,499443.1,Not Available,Not Available,Not Available,100,8.1,25.3,904.9,63.2,
3975541,"The Mathematics, Civics and Sciences Charter School of Philadelphia, Inc.",447 N. Broad St.,19123,K-12 School,59300,1925,1,771635100,751489.9,Not Available,Not Available,Not Available,100,12.7,39.8,673.6,95.2,
3881814,Chestnut Hill,500 West Willow Grove Ave.,19118,K-12 School,220000,1900,1,775535510,12679,3142599.9,847996,Not Available,100,18.2,19.1,30.9,231.3,
3892825,401 East Roosevelt Blvd,401 East Roosevelt Blvd,19120,K-12 School,73983,1950,1,776251000,563675.7,1044249.1,Not Available,Not Available,100,21.7,38.7,9,126.8,
3773988,Little Flower Catholic High School,1000 W. Lycoming Avenue,19140,K-12 School,184000,1939,2,777247000,1678954.8,1022906.7,2843352,Not Available,100,30.1,50.1,1601.9,477.9,
3877251,The Prepartory Charter High School,1928 Point Breeze Ave,19145,K-12 School,64748,1950,2,773743300,98802.6,1929764.6,Not Available,Not Available,100,31.3,36.1,793.3,114.9,
3881810,Springside,500 West Willow Grove Ave.,19118,K-12 School,197500,1900,1,775510500,1918150.3,4852899.7,161032.2,Not Available,100,35.1,53.3,23.8,512.4,
3773538,Tacony Academy Charter School,1330 Rhawn Street,19111,K-12 School,52500,1978,1,778506501,3780.8,2171357.3,Not Available,Not Available,100,41.4,43.7,714.2,115.7,
3600823,Wilson W,1800 COTTMAN AVE,19111,K-12 School,139500,1928,1,786082400,1732223.6,419550.4,1034999.9,Not Available,98,22.8,49.6,736.4,318.5,
3892157,SS Neumann Goretti High School,1730 S 10th St,19148,K-12 School,271320,1955,1,771251200,3004136.3,9026405.3,Not Available,Not Available,98,44.3,69.7,1736.2,859.4,
3583476,Carver,1600 W NORRIS ST,19121,K-12 School,97000,1949,1,784516400,4749254.9,3827858.5,Not Available,Not Available,98,88.4,195.2,623.2,804.6,
